0,1
1,1
2,0
3,1
4,1
5,1
6,0
7,0
8,1
9,1
10,0
11,1
12,1
13,1
14,0
15,1
16,1
17,0
18,1
19,1
20,1
21,1
22,0
23,0
24,0
25,1
26,1
27,0
28,1
29,1
30,1
31,0
32,0
33,1
34,0
35,1
36,1
37,0
38,0
39,0
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,0
48,0
49,1
50,0
51,1
52,1
53,1
54,0
55,0
56,1
57,0
58,0
59,0
60,1
61,1
62,0
63,0
64,0
65,1
66,0
67,1
68,0
69,0
70,0
71,1
72,1
73,0
74,0
75,0
76,1
77,0
78,1
79,1
80,0
81,1
82,1
83,1
84,0
85,0
86,0
87,0
88,0
89,1
90,0
91,0
92,0
93,0
94,0
95,1
96,1
97,1
98,1
99,1
100,0
101,1
102,1
103,0
104,1
105,0
106,1
107,0
108,1
109,0
110,0
111,0
112,1
113,1
114,1
115,1
116,1
117,0
118,0
119,0
120,0
121,1
122,1
123,1
124,0
125,0
126,0
127,1
128,0
129,0
130,0
131,0
132,1
133,1
134,0
135,0
136,1
137,1
138,0
139,1
140,1
141,0
142,0
143,1
144,1
145,1
146,0
147,0
148,0
149,0
150,1
151,0
152,0
153,0
154,0
155,0
156,1
157,1
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,1
176,1
177,1
178,0
179,0
180,0
181,0
182,1
183,1
184,0
185,1
186,0
187,0
188,1
189,1
190,0
191,0
192,0
193,1
194,1
195,0
196,1
197,0
198,1
199,0
200,1
201,1
202,1
203,0
204,1
205,1
206,1
207,0
208,1
209,1
210,1
211,0
212,1
213,0
214,1
215,0
216,1
217,1
218,1
219,0
220,0
221,0
222,1
223,0
224,1
225,1
226,1
227,1
228,1
229,0
230,1
231,1
232,1
233,1
234,1
235,1
236,1
237,1
238,1
239,1
240,1
241,1
242,1
243,1
244,0
245,0
246,0
247,1
248,0
249,1
250,1
251,1
252,1
253,1
254,1
255,0
256,0
257,0
258,1
259,1
260,1
261,1
262,0
263,0
264,1
265,0
266,0
267,0
268,0
269,0
270,1
271,0
272,0
273,1
274,0
275,0
276,0
277,0
278,1
279,0
280,1
281,0
282,1
283,1
284,1
285,0
286,1
287,0
288,0
289,1
290,1
291,1
292,1
293,1
294,1
295,0
296,1
297,0
298,0
299,0
300,0
301,1
302,1
303,1
304,0
305,1
306,1
307,1
308,1
309,0
310,1
311,1
312,1
313,1
314,0
315,1
316,0
317,0
318,1
319,1
320,0
321,1
322,0
323,1
324,0
325,0
326,0
327,1
328,0
329,0
330,0
331,1
332,0
333,0
334,0
335,0
336,1
337,1
338,1
339,1
340,1
341,1
342,0
343,1
344,1
345,1
346,1
347,0
348,1
349,0
350,0
351,1
352,1
353,1
354,1
355,1
356,1
357,0
358,0
359,0
360,0
361,1
362,0
363,0
364,0
365,0
366,0
367,1
368,0
369,0
370,0
371,0
372,1
373,0
374,0
375,1
376,0
377,1
378,1
379,0
380,1
381,1
382,1
383,0
384,0
385,1
386,1
387,1
388,0
389,1
390,1
391,0
392,0
393,0
394,0
395,0
396,1
397,1
398,1
399,1
400,0
401,0
402,1
403,0
404,1
405,1
406,1
407,1
408,1
409,0
410,0
411,0
412,1
413,1
414,0
415,1
416,0
417,0
418,1
419,1
420,0
421,1
422,0
423,0
424,1
425,0
426,1
427,1
428,0
429,1
430,1
431,0
432,1
433,1
434,1
435,1
436,1
437,1
438,0
439,0
440,1
441,1
442,1
443,0
444,1
445,0
446,1
447,1
448,1
449,1
450,1
451,1
452,0
453,0
454,0
455,0
456,1
457,0
458,1
459,1
460,0
461,1
462,1
463,1
464,0
465,1
466,0
467,1
468,1
469,1
470,1
471,1
472,0
473,1
474,0
475,0
476,0
477,0
478,0
479,1
480,0
481,0
482,0
483,1
484,0
485,1
486,0
487,0
488,1
489,1
490,1
491,1
492,0
493,0
494,0
495,1
496,1
497,1
498,1
499,1
500,1
501,0
502,1
503,1
504,0
505,0
506,0
507,0
508,0
509,1
510,0
511,1
512,1
513,0
514,0
515,1
516,0
517,1
518,1
519,0
520,0
521,1
522,1
523,1
524,1
525,0
526,1
527,0
528,0
529,0
530,0
531,1
532,1
533,1
534,1
535,0
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,0
544,0
545,0
546,1
547,1
548,0
549,0
550,1
551,1
552,1
553,0
554,0
555,1
556,0
557,1
558,1
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,1
569,1
570,1
571,0
572,0
573,0
574,1
575,1
576,1
577,0
578,1
579,1
580,1
581,1
582,0
583,1
584,0
585,1
586,1
587,1
588,1
589,0
590,0
591,1
592,0
593,1
594,0
595,0
596,1
597,1
598,0
599,1
600,1
601,0
602,1
603,1
604,1
605,0
606,1
607,0
608,0
609,0
610,1
611,1
612,1
613,0
614,1
615,0
616,1
617,1
618,1
619,0
620,1
621,0
622,1
623,1
624,1
625,0
626,1
627,0
628,0
629,1
630,0
631,1
632,0
633,1
634,0
635,0
636,0
637,1
638,0
639,1
640,0
641,0
642,0
643,0
644,1
645,1
646,1
647,1
648,1
649,0
650,1
651,1
652,1
653,1
654,0
655,0
656,1
657,0
658,0
659,1
660,1
661,0
662,1
663,1
664,0
665,0
666,1
667,1
668,1
669,1
670,0
671,0
672,0
673,0
674,0
675,1
676,1
677,1
678,1
679,0
680,0
681,0
682,0
683,1
684,1
685,0
686,1
687,1
688,1
689,1
690,0
691,1
692,0
693,0
694,0
695,1
696,1
697,0
698,1
699,1
700,0
701,1
702,0
703,1
704,1
705,1
706,1
707,1
708,1
709,0
710,0
711,1
712,1
713,1
714,0
715,0
716,1
717,0
718,1
719,0
720,0
721,0
722,1
723,1
724,0
725,1
726,0
727,1
728,1
729,1
730,0
731,0
732,1
733,0
734,1
735,0
736,0
737,0
738,1
739,1
740,1
741,0
742,0
743,0
744,0
745,0
746,1
747,1
748,1
749,0
750,1
751,0
752,0
753,0
754,1
755,1
756,0
757,1
758,1
759,0
760,1
761,1
762,0
763,1
764,1
765,0
766,1
767,1
768,0
769,1
770,0
771,1
772,1
773,1
774,1
775,1
776,0
777,1
778,0
779,1
780,0
781,1
782,0
783,1
784,1
785,0
786,1
787,1
788,1
789,1
790,1
791,0
792,0
793,1
794,1
795,1
796,0
797,0
798,1
799,0
800,1
801,0
802,1
803,1
804,1
805,0
806,1
807,0
808,0
809,1
810,1
811,1
812,1
813,1
